failure_type,failure_type_encoded,cpu_percent,memory_percent,restart_count,uptime_percent,replica_count,error_rate_percent,recovery_action,recovery_action_encoded
CrashLoopBackOff,0,73.6,39.93,3,71.7,2,44.3,rollout_restart_deployment,1
HighCPU,2,94.01,74.28,3,84.71,1,6.18,scale_up_replicas,2
HighCPU,2,88.89,52.53,2,88.47,3,2.91,restart_pod,0
HighCPU,2,90.88,66.41,2,99.0,5,0.0,scale_up_replicas,2
ContainerNotReady,6,64.65,36.1,2,79.47,1,29.29,scale_up_replicas,2
OOMKilled,1,81.29,92.82,8,67.75,3,14.57,no_action_monitor,7
OOMKilled,1,42.85,98.96,8,69.23,1,2.05,adjust_resource_limits,3
HighMemory,3,50.5,83.11,0,77.72,1,8.02,adjust_resource_limits,3
ContainerNotReady,6,25.18,33.95,3,60.88,1,21.13,drain_node,5
DiskPressure,7,52.74,67.11,1,95.0,3,4.25,clear_disk,6
PodPending,4,90.89,69.3,0,42.42,2,6.92,scale_up_replicas,2
CrashLoopBackOff,0,19.65,39.28,13,58.39,3,24.95,rollout_restart_deployment,1
ContainerNotReady,6,70.0,47.68,3,90.0,3,31.94,restart_pod,0
DiskPressure,7,35.41,55.56,2,70.65,1,3.68,clear_disk,6
UnknownFailure,9,25.59,38.96,1,72.19,3,14.66,no_action_monitor,7
NetworkError,5,38.8,39.1,5,77.91,2,17.94,restart_pod,0
HighCPU,2,98.96,27.29,3,90.25,5,6.47,fix_configuration,4
PodPending,4,79.6,79.16,1,59.3,3,11.66,rollout_restart_deployment,1
ConfigError,8,2.51,31.28,7,33.14,1,66.88,fix_configuration,4
ConfigError,8,2.0,49.45,4,26.71,1,71.45,scale_up_replicas,2
PodPending,4,84.45,75.45,2,55.3,6,12.12,rollout_restart_deployment,1
PodPending,4,72.58,87.61,0,49.76,7,10.31,adjust_resource_limits,3
PodPending,4,85.09,77.43,0,27.74,5,10.69,rollout_restart_deployment,1
ContainerNotReady,6,45.01,49.93,2,71.41,2,27.56,restart_pod,0
UnknownFailure,9,85.15,3.09,4,18.16,1,25.74,clear_disk,6
ContainerNotReady,6,14.88,23.71,4,60.69,2,6.77,clear_disk,6
PodPending,4,81.95,74.42,2,45.33,7,9.12,fix_configuration,4
ConfigError,8,16.56,21.06,8,43.87,3,65.66,fix_configuration,4
ConfigError,8,36.03,22.81,7,67.37,3,63.15,fix_configuration,4
NetworkError,5,16.52,21.08,5,56.34,1,31.56,restart_pod,0
OOMKilled,1,39.97,89.32,7,67.71,4,2.0,adjust_resource_limits,3
HighCPU,2,86.73,46.19,0,86.2,5,8.07,adjust_resource_limits,3
DiskPressure,7,55.41,37.31,3,71.28,3,4.15,clear_disk,6
UnknownFailure,9,43.44,43.27,7,30.55,4,2.78,rollout_restart_deployment,1
CrashLoopBackOff,0,31.94,5.0,5,69.61,2,16.27,rollout_restart_deployment,1
UnknownFailure,9,67.17,64.97,1,54.13,4,20.0,no_action_monitor,7
PodPending,4,90.95,79.53,2,41.56,6,12.39,scale_up_replicas,2
ConfigError,8,22.32,35.45,5,10.0,2,51.48,scale_up_replicas,2
ConfigError,8,4.23,24.74,9,50.71,1,76.09,fix_configuration,4
PodPending,4,77.49,77.79,2,48.09,6,4.1,scale_up_replicas,2
HighMemory,3,74.68,90.65,0,81.22,4,7.86,adjust_resource_limits,3
NetworkError,5,33.92,27.74,5,64.05,1,13.15,restart_pod,0
ContainerNotReady,6,36.62,54.95,2,47.38,1,7.74,drain_node,5
HighMemory,3,60.74,87.16,1,80.32,4,6.96,adjust_resource_limits,3
HighMemory,3,27.84,94.45,3,68.3,1,5.93,no_action_monitor,7
HighCPU,2,88.7,46.72,3,98.55,2,5.96,scale_up_replicas,2
OOMKilled,1,68.09,95.45,4,76.2,1,18.34,adjust_resource_limits,3
CrashLoopBackOff,0,45.09,72.14,8,62.35,2,52.85,rollout_restart_deployment,1
ConfigError,8,29.61,13.6,3,37.35,2,55.96,scale_up_replicas,2
HighMemory,3,60.67,94.43,2,87.97,2,1.92,adjust_resource_limits,3
NetworkError,5,54.22,32.55,1,56.06,1,15.21,fix_configuration,4
UnknownFailure,9,70.21,43.32,0,51.73,3,8.61,drain_node,5
DiskPressure,7,18.08,42.37,3,62.6,3,3.46,rollout_restart_deployment,1
UnknownFailure,9,66.6,63.85,3,90.14,1,20.27,no_action_monitor,7
HighMemory,3,52.07,91.1,0,79.67,2,0.0,scale_up_replicas,2
ContainerNotReady,6,16.74,37.49,2,62.41,1,24.1,restart_pod,0
UnknownFailure,9,61.59,5.73,8,75.37,3,13.43,adjust_resource_limits,3
UnknownFailure,9,65.58,76.67,7,62.14,4,21.96,fix_configuration,4
CrashLoopBackOff,0,22.21,31.09,3,66.43,2,26.31,no_action_monitor,7
CrashLoopBackOff,0,45.23,89.86,7,65.9,2,32.12,rollout_restart_deployment,1
OOMKilled,1,32.62,89.9,4,69.27,2,23.53,no_action_monitor,7
DiskPressure,7,40.16,61.02,0,89.26,2,6.8,clear_disk,6
UnknownFailure,9,60.72,54.25,7,34.63,3,6.96,no_action_monitor,7
PodPending,4,82.75,75.18,2,54.97,5,15.65,scale_up_replicas,2
OOMKilled,1,80.36,95.73,7,77.79,2,9.17,adjust_resource_limits,3
ConfigError,8,34.64,9.38,8,53.69,1,57.43,adjust_resource_limits,3
OOMKilled,1,34.88,94.37,8,58.66,3,6.27,fix_configuration,4
CrashLoopBackOff,0,8.18,65.35,8,78.08,3,10.0,adjust_resource_limits,3
ContainerNotReady,6,62.57,39.82,5,69.35,1,8.22,restart_pod,0
PodPending,4,95.57,83.6,1,72.78,4,12.88,clear_disk,6
OOMKilled,1,76.7,93.06,8,67.92,3,10.11,adjust_resource_limits,3
HighMemory,3,73.43,92.66,2,90.69,1,9.34,adjust_resource_limits,3
UnknownFailure,9,6.82,83.77,2,84.02,4,9.05,adjust_resource_limits,3
HighMemory,3,65.25,90.38,4,86.16,2,4.89,clear_disk,6
OOMKilled,1,59.58,95.2,3,65.68,2,16.52,adjust_resource_limits,3
HighMemory,3,85.0,87.57,4,77.5,2,4.0,adjust_resource_limits,3
OOMKilled,1,38.74,97.45,1,77.16,1,14.95,adjust_resource_limits,3
DiskPressure,7,60.39,66.9,0,73.38,1,0.93,clear_disk,6
HighCPU,2,96.15,57.54,2,85.18,3,3.6,restart_pod,0
ConfigError,8,27.45,28.48,7,36.45,2,31.62,fix_configuration,4
DiskPressure,7,61.02,64.07,0,77.55,2,0.0,adjust_resource_limits,3
PodPending,4,84.7,80.07,1,37.63,7,11.02,scale_up_replicas,2
ContainerNotReady,6,45.72,46.55,3,80.57,2,11.82,restart_pod,0
ContainerNotReady,6,28.2,41.12,2,55.67,3,25.82,restart_pod,0
OOMKilled,1,39.56,98.9,5,60.69,3,32.06,fix_configuration,4
DiskPressure,7,75.0,53.58,3,86.46,3,3.2,clear_disk,6
DiskPressure,7,60.2,52.36,2,62.15,2,0.0,adjust_resource_limits,3
ContainerNotReady,6,30.97,44.19,3,84.95,2,20.29,restart_pod,0
ContainerNotReady,6,50.04,33.19,3,59.94,1,28.43,restart_pod,0
CrashLoopBackOff,0,5.0,50.26,14,54.0,2,43.61,rollout_restart_deployment,1
HighCPU,2,89.36,62.75,2,92.37,3,0.52,scale_up_replicas,2
NetworkError,5,32.91,33.53,4,79.19,2,25.4,rollout_restart_deployment,1
CrashLoopBackOff,0,35.34,29.05,12,75.57,3,29.32,rollout_restart_deployment,1
ConfigError,8,3.82,9.68,4,46.56,3,30.86,fix_configuration,4
ConfigError,8,38.6,15.63,4,39.99,2,52.39,fix_configuration,4
NetworkError,5,24.06,6.4,3,67.86,1,13.97,restart_pod,0
HighCPU,2,92.58,53.17,0,87.11,5,9.69,scale_up_replicas,2
NetworkError,5,26.81,32.97,5,40.01,1,18.44,fix_configuration,4
UnknownFailure,9,60.25,37.91,3,73.33,5,10.58,adjust_resource_limits,3
ContainerNotReady,6,15.47,44.68,1,61.91,1,20.98,adjust_resource_limits,3
ContainerNotReady,6,26.5,30.17,3,67.36,2,18.16,scale_up_replicas,2
ContainerNotReady,6,60.86,51.98,1,73.18,1,18.58,restart_pod,0
HighCPU,2,82.0,42.89,2,79.82,2,4.18,restart_pod,0
CrashLoopBackOff,0,39.33,63.12,11,64.1,3,41.59,rollout_restart_deployment,1
HighMemory,3,55.32,92.29,1,83.44,2,6.74,no_action_monitor,7
CrashLoopBackOff,0,65.64,66.08,4,40.21,3,28.86,restart_pod,0
PodPending,4,84.89,99.21,1,43.4,4,4.07,fix_configuration,4
ConfigError,8,24.38,29.97,7,38.89,3,46.7,fix_configuration,4
DiskPressure,7,59.23,42.2,1,71.59,3,2.96,clear_disk,6
PodPending,4,93.75,84.28,2,28.7,5,4.14,scale_up_replicas,2
OOMKilled,1,85.0,98.25,5,78.42,2,15.1,adjust_resource_limits,3
ContainerNotReady,6,57.63,23.45,3,76.29,2,16.45,restart_pod,0
DiskPressure,7,41.27,65.89,1,73.56,2,3.13,clear_disk,6
OOMKilled,1,40.1,89.04,4,77.63,4,6.95,drain_node,5
OOMKilled,1,85.0,94.14,6,83.09,3,2.0,adjust_resource_limits,3
ContainerNotReady,6,45.97,54.83,4,84.55,1,7.78,drain_node,5
HighMemory,3,49.46,93.88,4,81.48,3,6.88,drain_node,5
ConfigError,8,16.4,40.51,6,70.0,1,51.56,fix_configuration,4
DiskPressure,7,51.8,55.84,1,87.84,2,5.66,clear_disk,6
ContainerNotReady,6,19.0,30.81,1,49.86,3,41.56,clear_disk,6
UnknownFailure,9,65.88,35.11,6,51.49,2,18.44,restart_pod,0
PodPending,4,92.24,88.38,1,41.49,7,9.22,drain_node,5
DiskPressure,7,46.66,40.96,1,65.74,3,4.82,clear_disk,6
HighMemory,3,62.95,93.77,4,87.91,3,10.5,adjust_resource_limits,3
HighCPU,2,88.12,64.45,2,90.99,1,4.06,scale_up_replicas,2
DiskPressure,7,46.83,50.7,1,95.0,2,4.21,adjust_resource_limits,3
DiskPressure,7,51.77,51.04,0,70.2,1,1.4,clear_disk,6
CrashLoopBackOff,0,62.0,65.37,10,55.48,1,21.0,rollout_restart_deployment,1
UnknownFailure,9,54.5,37.56,5,60.56,2,1.89,drain_node,5
CrashLoopBackOff,0,44.34,54.74,13,76.42,2,28.49,rollout_restart_deployment,1
HighCPU,2,90.33,31.65,1,93.81,1,7.68,scale_up_replicas,2
NetworkError,5,35.43,20.06,5,46.78,1,15.62,restart_pod,0
PodPending,4,92.72,84.32,1,20.13,3,9.62,clear_disk,6
PodPending,4,78.29,77.82,1,69.43,5,11.06,clear_disk,6
HighCPU,2,97.47,54.65,0,92.06,4,3.24,scale_up_replicas,2
NetworkError,5,31.14,35.11,2,65.36,3,9.71,restart_pod,0
HighMemory,3,56.62,98.26,2,69.07,1,2.01,adjust_resource_limits,3
ConfigError,8,7.51,51.62,5,46.97,3,45.95,fix_configuration,4
HighCPU,2,92.34,58.41,2,79.88,2,3.45,scale_up_replicas,2
ConfigError,8,18.42,17.75,6,34.05,1,55.3,fix_configuration,4
HighMemory,3,45.04,100.0,3,87.53,3,2.19,adjust_resource_limits,3
NetworkError,5,5.0,29.69,5,75.27,2,23.92,drain_node,5
OOMKilled,1,47.78,93.2,3,60.96,1,11.78,adjust_resource_limits,3
HighCPU,2,86.94,49.02,2,95.65,2,2.69,drain_node,5
NetworkError,5,44.16,51.45,3,48.81,2,13.25,restart_pod,0
CrashLoopBackOff,0,61.38,31.48,12,59.14,1,50.4,clear_disk,6
HighMemory,3,74.7,91.43,0,88.41,4,5.83,drain_node,5
CrashLoopBackOff,0,60.36,9.07,7,57.91,1,10.0,rollout_restart_deployment,1
PodPending,4,86.29,80.11,0,77.21,2,10.85,rollout_restart_deployment,1
UnknownFailure,9,36.85,39.84,7,72.61,1,7.42,no_action_monitor,7
ConfigError,8,19.68,38.17,7,27.56,3,43.28,fix_configuration,4
HighMemory,3,55.39,100.0,3,86.08,4,9.4,rollout_restart_deployment,1
HighMemory,3,71.52,95.18,2,84.74,3,7.1,adjust_resource_limits,3
PodPending,4,73.39,84.86,0,47.83,5,10.18,scale_up_replicas,2
HighCPU,2,91.65,66.45,3,92.52,2,0.0,scale_up_replicas,2
NetworkError,5,28.49,12.14,5,68.58,1,17.59,restart_pod,0
PodPending,4,95.85,83.66,0,40.29,3,11.75,scale_up_replicas,2
ContainerNotReady,6,30.23,32.53,1,70.9,2,32.9,restart_pod,0
HighMemory,3,72.8,93.83,4,99.0,2,3.8,adjust_resource_limits,3
UnknownFailure,9,31.13,53.64,7,95.3,1,4.47,no_action_monitor,7
HighCPU,2,100.0,33.41,0,84.03,1,5.52,adjust_resource_limits,3
HighMemory,3,46.76,87.89,1,87.97,2,10.32,no_action_monitor,7
UnknownFailure,9,2.0,54.51,2,62.73,4,12.86,no_action_monitor,7
UnknownFailure,9,42.08,17.74,5,95.85,5,21.27,fix_configuration,4
HighCPU,2,91.48,47.68,3,80.12,4,0.0,no_action_monitor,7
HighMemory,3,65.31,94.9,4,81.38,1,5.74,adjust_resource_limits,3
HighCPU,2,92.67,42.2,0,81.0,2,4.5,scale_up_replicas,2
DiskPressure,7,55.45,75.68,0,72.71,1,1.91,drain_node,5
DiskPressure,7,45.53,85.0,1,65.42,3,5.77,clear_disk,6
NetworkError,5,55.04,34.6,1,54.49,2,24.6,restart_pod,0
HighCPU,2,93.77,65.42,0,99.0,4,5.5,scale_up_replicas,2
HighCPU,2,86.04,56.0,3,86.93,3,8.8,restart_pod,0
UnknownFailure,9,45.08,39.77,0,37.58,3,16.38,no_action_monitor,7
PodPending,4,100.0,80.22,1,59.04,3,5.81,scale_up_replicas,2
ContainerNotReady,6,15.78,46.51,3,65.42,1,5.0,restart_pod,0
HighCPU,2,100.0,61.24,3,85.59,5,3.73,drain_node,5
OOMKilled,1,58.11,96.35,3,74.01,1,23.54,adjust_resource_limits,3
CrashLoopBackOff,0,65.91,90.11,5,47.45,1,24.27,rollout_restart_deployment,1
DiskPressure,7,50.42,43.31,1,68.82,2,4.95,clear_disk,6
HighCPU,2,96.5,74.14,0,83.46,5,6.39,scale_up_replicas,2
DiskPressure,7,48.64,55.26,3,66.84,1,2.11,scale_up_replicas,2
CrashLoopBackOff,0,53.33,33.34,6,33.35,1,29.68,rollout_restart_deployment,1
ConfigError,8,34.55,2.0,5,35.68,1,60.13,fix_configuration,4
CrashLoopBackOff,0,5.0,45.73,3,42.91,1,19.93,rollout_restart_deployment,1
ContainerNotReady,6,28.96,23.15,2,46.91,2,19.53,restart_pod,0
ConfigError,8,42.27,32.58,8,55.16,3,61.96,fix_configuration,4
DiskPressure,7,34.54,59.66,2,85.98,2,5.66,scale_up_replicas,2
NetworkError,5,37.92,47.8,1,90.0,2,26.72,restart_pod,0
HighCPU,2,90.42,53.89,2,76.57,4,12.04,scale_up_replicas,2
CrashLoopBackOff,0,72.08,51.66,7,85.0,2,36.32,rollout_restart_deployment,1
HighMemory,3,53.54,95.53,2,83.99,4,8.51,adjust_resource_limits,3
NetworkError,5,14.46,27.85,4,87.33,3,33.55,restart_pod,0
PodPending,4,96.32,99.75,0,61.55,4,10.03,no_action_monitor,7
PodPending,4,77.69,77.36,0,10.23,4,6.71,clear_disk,6
OOMKilled,1,10.0,98.24,8,73.88,2,2.0,adjust_resource_limits,3
NetworkError,5,32.15,69.51,1,63.12,3,12.01,no_action_monitor,7
NetworkError,5,8.22,13.67,4,73.03,2,16.53,restart_pod,0
UnknownFailure,9,41.23,39.26,5,62.2,5,2.18,scale_up_replicas,2
ContainerNotReady,6,39.74,18.66,4,53.66,1,28.09,restart_pod,0
CrashLoopBackOff,0,47.52,63.71,15,85.0,1,29.4,clear_disk,6
HighMemory,3,60.32,89.68,2,75.57,2,2.97,adjust_resource_limits,3
HighCPU,2,92.42,60.33,3,88.29,3,5.19,scale_up_replicas,2
ConfigError,8,29.26,25.29,4,33.86,1,36.1,fix_configuration,4
CrashLoopBackOff,0,9.02,79.21,5,49.51,1,20.74,rollout_restart_deployment,1
NetworkError,5,28.74,35.82,3,89.58,2,17.37,restart_pod,0
NetworkError,5,70.0,40.96,5,90.0,3,27.15,restart_pod,0
NetworkError,5,40.42,63.67,4,81.83,3,25.08,scale_up_replicas,2
HighCPU,2,100.0,47.52,3,77.04,4,2.97,scale_up_replicas,2
CrashLoopBackOff,0,75.05,79.02,7,52.12,1,10.0,rollout_restart_deployment,1
ContainerNotReady,6,31.91,24.8,1,57.59,1,11.56,restart_pod,0
UnknownFailure,9,9.76,97.08,8,51.33,1,23.3,restart_pod,0
HighMemory,3,56.68,85.35,1,85.09,2,4.83,rollout_restart_deployment,1
OOMKilled,1,45.86,95.43,4,61.88,3,2.03,adjust_resource_limits,3
HighCPU,2,91.74,69.46,1,77.79,5,5.46,scale_up_replicas,2
HighCPU,2,99.53,53.65,2,85.69,1,5.17,scale_up_replicas,2
OOMKilled,1,36.35,92.02,5,60.11,4,17.95,adjust_resource_limits,3
HighCPU,2,95.79,67.08,0,81.97,4,8.28,scale_up_replicas,2
ContainerNotReady,6,39.61,41.06,5,30.0,2,13.46,restart_pod,0
HighMemory,3,37.18,94.14,4,80.95,4,2.78,adjust_resource_limits,3
ConfigError,8,23.04,10.77,6,24.34,2,39.35,clear_disk,6
ContainerNotReady,6,43.1,60.99,5,56.21,1,30.58,restart_pod,0
CrashLoopBackOff,0,40.95,54.72,11,59.04,1,28.03,fix_configuration,4
PodPending,4,88.51,87.92,1,32.31,5,7.24,scale_up_replicas,2
ContainerNotReady,6,60.04,42.66,5,69.3,1,29.34,restart_pod,0
ContainerNotReady,6,27.48,39.49,1,77.25,3,29.91,no_action_monitor,7
UnknownFailure,9,2.0,31.58,8,45.03,4,11.01,rollout_restart_deployment,1
ConfigError,8,10.77,31.64,7,42.59,3,63.34,fix_configuration,4
CrashLoopBackOff,0,59.06,63.58,8,54.96,3,31.04,rollout_restart_deployment,1
HighCPU,2,89.7,34.53,3,92.63,2,4.75,scale_up_replicas,2
UnknownFailure,9,12.43,63.42,2,60.52,4,0.0,no_action_monitor,7
ContainerNotReady,6,14.39,29.49,2,68.16,1,26.3,restart_pod,0
HighCPU,2,95.77,64.04,1,84.73,4,10.17,scale_up_replicas,2
HighMemory,3,70.5,92.11,2,85.67,4,4.8,adjust_resource_limits,3
ConfigError,8,19.43,4.18,4,34.2,2,76.4,drain_node,5
CrashLoopBackOff,0,42.97,52.13,10,74.98,1,33.58,adjust_resource_limits,3
HighMemory,3,48.2,91.12,1,68.65,3,6.55,clear_disk,6
PodPending,4,78.3,89.43,1,39.8,5,4.7,fix_configuration,4
OOMKilled,1,47.74,96.1,2,57.93,3,10.83,adjust_resource_limits,3
UnknownFailure,9,52.63,83.46,1,14.43,5,16.92,adjust_resource_limits,3
CrashLoopBackOff,0,32.33,40.11,11,49.78,2,26.36,no_action_monitor,7
HighCPU,2,95.1,46.95,3,98.27,5,6.87,scale_up_replicas,2
ConfigError,8,21.98,23.34,4,57.85,2,70.04,drain_node,5
PodPending,4,75.71,76.38,0,62.69,8,11.75,adjust_resource_limits,3
HighMemory,3,55.49,87.29,4,80.79,3,10.43,adjust_resource_limits,3
OOMKilled,1,50.82,91.21,7,71.1,3,21.26,adjust_resource_limits,3
ContainerNotReady,6,33.48,58.87,3,77.99,2,19.51,scale_up_replicas,2
CrashLoopBackOff,0,40.86,13.16,6,78.15,3,26.7,drain_node,5
HighMemory,3,54.0,88.25,1,84.57,1,2.61,drain_node,5
OOMKilled,1,30.32,94.84,4,63.73,3,17.68,adjust_resource_limits,3
DiskPressure,7,36.15,78.93,0,81.93,1,5.36,clear_disk,6
HighMemory,3,50.93,100.0,3,75.61,2,3.86,adjust_resource_limits,3
UnknownFailure,9,67.67,54.88,1,48.63,2,29.57,restart_pod,0
HighCPU,2,96.88,55.06,0,99.0,4,7.43,restart_pod,0
HighMemory,3,59.82,100.0,2,86.59,2,7.85,adjust_resource_limits,3
CrashLoopBackOff,0,32.27,50.99,5,53.84,1,44.4,rollout_restart_deployment,1
UnknownFailure,9,9.76,84.15,2,47.45,2,11.54,no_action_monitor,7
OOMKilled,1,44.1,93.44,7,76.9,2,14.96,rollout_restart_deployment,1
OOMKilled,1,36.65,95.46,1,63.04,2,10.7,adjust_resource_limits,3
OOMKilled,1,20.05,93.65,1,74.94,2,15.3,adjust_resource_limits,3
HighMemory,3,85.0,100.0,4,75.36,4,3.5,adjust_resource_limits,3
DiskPressure,7,61.95,60.03,0,86.36,1,4.8,clear_disk,6
UnknownFailure,9,45.14,45.28,0,73.66,2,10.31,no_action_monitor,7
OOMKilled,1,74.39,91.09,8,82.14,4,2.0,adjust_resource_limits,3
NetworkError,5,37.18,35.03,5,42.25,3,5.0,restart_pod,0
CrashLoopBackOff,0,18.05,50.91,3,50.97,3,19.59,rollout_restart_deployment,1
OOMKilled,1,77.05,91.3,2,76.79,4,7.89,adjust_resource_limits,3
ContainerNotReady,6,18.16,30.94,2,74.3,1,9.03,no_action_monitor,7
PodPending,4,87.3,74.31,0,34.38,4,9.6,drain_node,5
HighMemory,3,85.0,86.44,3,87.2,1,5.06,drain_node,5
NetworkError,5,27.88,56.07,3,52.35,3,10.77,adjust_resource_limits,3
DiskPressure,7,51.9,78.92,0,82.5,1,1.19,clear_disk,6
DiskPressure,7,35.77,69.69,3,90.81,1,4.46,restart_pod,0
HighCPU,2,89.1,79.69,1,84.4,1,3.18,scale_up_replicas,2
PodPending,4,78.8,72.44,2,80.0,3,13.68,scale_up_replicas,2
ConfigError,8,13.44,42.32,10,48.0,3,57.11,fix_configuration,4
HighMemory,3,49.23,88.43,4,79.58,1,0.1,adjust_resource_limits,3
HighCPU,2,89.57,55.07,0,95.48,4,3.15,rollout_restart_deployment,1
CrashLoopBackOff,0,56.24,8.79,12,77.51,3,21.0,rollout_restart_deployment,1
HighMemory,3,61.95,93.03,0,82.1,2,5.68,adjust_resource_limits,3
HighCPU,2,85.79,41.66,2,92.97,2,3.21,no_action_monitor,7
DiskPressure,7,43.45,32.62,2,83.59,1,1.36,clear_disk,6
CrashLoopBackOff,0,58.32,28.75,6,75.22,1,30.1,restart_pod,0
OOMKilled,1,38.82,99.8,6,69.31,3,12.11,adjust_resource_limits,3
HighCPU,2,96.55,32.79,1,64.78,2,8.47,scale_up_replicas,2
ContainerNotReady,6,22.46,52.97,1,65.69,1,10.69,restart_pod,0
OOMKilled,1,62.15,93.77,2,59.23,1,6.59,adjust_resource_limits,3
ContainerNotReady,6,9.01,46.05,5,50.97,2,19.72,fix_configuration,4
HighCPU,2,91.09,40.88,1,72.82,3,12.6,restart_pod,0
OOMKilled,1,49.03,100.0,7,81.65,3,12.43,adjust_resource_limits,3
HighCPU,2,92.9,57.28,1,99.0,1,7.49,scale_up_replicas,2
HighCPU,2,87.96,60.27,2,91.43,1,1.47,scale_up_replicas,2
DiskPressure,7,52.41,75.18,2,66.43,1,2.56,clear_disk,6
CrashLoopBackOff,0,63.21,42.92,13,45.27,1,38.82,rollout_restart_deployment,1
NetworkError,5,43.65,41.42,5,81.87,3,29.57,rollout_restart_deployment,1
PodPending,4,84.34,97.79,2,80.0,4,0.06,restart_pod,0
CrashLoopBackOff,0,19.4,5.0,15,55.13,2,17.89,rollout_restart_deployment,1
CrashLoopBackOff,0,23.71,71.81,11,33.68,2,31.3,rollout_restart_deployment,1
HighCPU,2,92.62,53.76,3,86.05,4,0.0,scale_up_replicas,2
DiskPressure,7,32.86,78.15,3,63.03,3,7.33,clear_disk,6
PodPending,4,73.75,69.78,2,30.96,5,12.52,scale_up_replicas,2
CrashLoopBackOff,0,29.08,56.91,13,61.1,3,29.46,drain_node,5
HighMemory,3,79.11,94.86,3,68.57,4,5.17,clear_disk,6
PodPending,4,98.95,84.56,0,19.84,4,2.25,no_action_monitor,7
ConfigError,8,28.9,32.02,7,26.18,3,61.21,fix_configuration,4
CrashLoopBackOff,0,71.99,79.16,5,84.06,2,35.55,rollout_restart_deployment,1
HighCPU,2,91.11,48.96,3,84.86,2,2.37,scale_up_replicas,2
HighCPU,2,90.2,74.13,0,72.13,1,0.38,scale_up_replicas,2
ConfigError,8,28.31,21.5,2,11.12,2,49.08,rollout_restart_deployment,1
OOMKilled,1,45.92,93.71,3,76.86,1,4.33,adjust_resource_limits,3
HighMemory,3,60.19,89.95,3,80.38,2,0.8,adjust_resource_limits,3
ContainerNotReady,6,27.16,40.3,1,73.12,3,34.77,restart_pod,0
UnknownFailure,9,70.15,61.53,0,90.43,2,9.57,no_action_monitor,7
PodPending,4,97.43,90.95,1,41.08,2,15.7,scale_up_replicas,2
OOMKilled,1,58.94,100.0,5,73.03,4,10.5,adjust_resource_limits,3
OOMKilled,1,34.65,93.93,8,64.29,1,25.17,adjust_resource_limits,3
ContainerNotReady,6,34.57,15.79,3,68.2,2,21.0,restart_pod,0
UnknownFailure,9,38.28,56.69,8,64.12,5,17.07,no_action_monitor,7
ContainerNotReady,6,43.62,45.47,1,45.52,1,36.95,clear_disk,6
PodPending,4,72.55,80.97,2,28.11,7,9.59,fix_configuration,4
UnknownFailure,9,53.46,45.78,4,95.36,5,20.87,no_action_monitor,7
OOMKilled,1,43.46,97.41,2,85.65,1,23.81,drain_node,5
OOMKilled,1,47.28,90.23,5,73.25,3,20.35,adjust_resource_limits,3
ContainerNotReady,6,23.46,40.34,4,63.76,2,31.1,restart_pod,0
DiskPressure,7,72.81,72.63,0,74.14,3,6.3,clear_disk,6
NetworkError,5,44.73,38.88,5,90.0,2,14.1,restart_pod,0
CrashLoopBackOff,0,52.08,66.79,3,55.69,3,35.59,rollout_restart_deployment,1
HighCPU,2,96.73,58.67,3,88.78,3,5.32,fix_configuration,4
NetworkError,5,46.96,36.57,4,60.32,2,20.16,restart_pod,0
CrashLoopBackOff,0,63.67,15.05,5,46.36,3,52.76,rollout_restart_deployment,1
HighMemory,3,64.13,88.96,2,87.95,3,3.64,adjust_resource_limits,3
HighMemory,3,28.46,92.77,4,72.69,2,6.3,adjust_resource_limits,3
DiskPressure,7,49.94,57.13,1,57.91,2,4.05,clear_disk,6
HighMemory,3,66.67,84.0,4,64.81,3,2.79,restart_pod,0
UnknownFailure,9,68.67,2.0,8,81.6,3,15.14,rollout_restart_deployment,1
ConfigError,8,17.42,10.19,9,28.05,1,61.73,fix_configuration,4
NetworkError,5,53.85,24.53,2,82.13,2,25.49,fix_configuration,4
HighCPU,2,91.97,43.93,1,80.35,2,10.47,scale_up_replicas,2
NetworkError,5,37.68,59.95,1,68.62,1,16.38,clear_disk,6
PodPending,4,89.67,99.26,2,37.12,3,11.66,scale_up_replicas,2
UnknownFailure,9,54.76,13.76,6,35.56,2,8.38,drain_node,5
UnknownFailure,9,58.69,71.96,6,33.58,3,17.22,scale_up_replicas,2
ConfigError,8,18.82,25.03,4,48.83,3,76.19,fix_configuration,4
DiskPressure,7,49.55,34.65,1,73.13,2,5.7,clear_disk,6
ContainerNotReady,6,48.28,49.99,2,57.35,3,9.06,adjust_resource_limits,3
HighMemory,3,68.84,84.93,4,86.93,4,8.08,adjust_resource_limits,3
DiskPressure,7,37.98,53.31,1,76.99,2,2.77,clear_disk,6
HighMemory,3,39.27,90.8,1,80.65,2,10.08,adjust_resource_limits,3
PodPending,4,78.74,90.55,2,27.06,3,2.62,fix_configuration,4
CrashLoopBackOff,0,33.98,31.18,9,39.62,1,49.44,fix_configuration,4
HighMemory,3,53.23,100.0,0,70.05,1,0.87,adjust_resource_limits,3
PodPending,4,95.33,76.19,0,52.78,4,2.58,rollout_restart_deployment,1
ContainerNotReady,6,34.43,19.43,3,63.89,3,16.21,restart_pod,0
NetworkError,5,38.45,49.39,4,68.62,1,23.61,restart_pod,0
ContainerNotReady,6,33.36,33.47,5,72.05,3,19.11,restart_pod,0
